Time,Position,Level,Experience,Technology,Location,Way_of_working,Employees_number,Salary_type,Salary
2023-01-24 03:04:39.875,Fullstack Developer,Senior,7-9 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,0-10,Dolar,151.000 - 200.000 TL
2023-01-24 08:34:18.324,Business Intelligence Consultant,Junior,1-3 Yıl,"SAP Analytics Cloud, Microsoft Power BI",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-24 09:33:22.783,Analist,Mid,1-3 Yıl,"React / NextJS, Angular, NodeJS, Java / Spring",Türkiye,Hybrid,10-30,Türk Lirası,31.000 - 35.000 TL
2023-01-24 09:40:33.966,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-24 10:53:10.714,Backend Developer,Junior,1-3 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-24 11:01:17.048,Frontend Developer,Senior,7-9 Yıl,Vue,Türkiye,Hybrid,0-10,Türk Lirası,26.000 - 30.000 TL
2023-01-24 11:25:20.016,Frontend Developer,Senior,10+ Yıl,"Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-24 15:02:09.240,Test otomasyon uzmanı,Mid,1-3 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-24 15:21:25.358,Mobile Developer,Junior,1-3 Yıl,Flutter,Türkiye,Remote,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-24 15:31:49.314,Backend Developer,Senior,10+ Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
2023-01-24 16:22:58.664,Frontend Developer,Junior,0-1 Yıl,Javascript,Türkiye,Hybrid,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-24 16:24:12.023,Mobile Developer,Mid,10+ Yıl,"C# / .NET Framework, Swift, Obj-C",Yurtdışı,Remote,30-50,Dolar,66.000 - 70.000 TL
2023-01-24 17:05:48.320,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
2023-01-24 17:07:02.034,Tasarımcı,Mid,1-3 Yıl,After Effects,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
2023-01-24 17:49:04.309,Data Scientist,Mid,1-3 Yıl,"Python, Spark, SQL",Türkiye,Hybrid,2000+,Türk Lirası,36.000 - 40.000 TL
2023-01-24 17:49:37.547,WordPress dev. ,Mid,1-3 Yıl,Css + Php,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-24 18:39:55.823,Tasarımcı,Senior,10+ Yıl,Figma,Yurtdışı,Remote,2000+,Türk Lirası,61.000 - 65.000 TL
2023-01-24 19:08:49.516,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-24 19:47:23.802,SAP teknik danışman ,Junior,0-1 Yıl,"SAP, ABAP",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-24 20:58:24.007,Analist,Junior,0-1 Yıl,Mango/API/Web services,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-24 21:05:02.333,Backend Developer,Tanımsız,1-3 Yıl,python,Yurtdışı,Remote,30-50,Dolar,61.000 - 65.000 TL
2023-01-24 21:52:09.855,Yönetici / Müdür,Senior,10+ Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework, Liquid",Yurtdışı,Remote,10-30,Sterlin,41.000 - 45.000 TL
2023-01-24 22:29:11.906,Analist,Junior,0-1 Yıl,Figma,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-24 22:57:48.139,Fullstack Developer,Junior,0-1 Yıl,"Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-25 01:06:59.229,Garson,Junior,1-3 Yıl,Tepsi Tirbüşon,Yurtdışı,Yerinde / Ofiste,300-1000,Dirhem,36.000 - 40.000 TL
2023-01-25 03:34:44.150,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-25 11:57:34.498,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-25 12:01:59.174,Backend Developer,Junior,1-3 Yıl,"Javascript, C# / .NET Framework, Linux, SQL",Yurtdışı,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-25 12:52:13.216,Embedded Software Engineer,Junior,1-3 Yıl,C / C++,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-25 15:28:57.722,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, Angular, Javascript, C# / .NET Framework, Swift, C / C++",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,56.000 - 60.000 TL
2023-01-25 17:45:25.320,Backend Developer,Mid,1-3 Yıl,"NodeJS, Javascript, Java / Spring",Türkiye,Hybrid,100-300,Türk Lirası,31.000 - 35.000 TL
2023-01-25 19:24:10.683,Analist,Junior,1-3 Yıl,"SQL, Excel",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-26 14:24:36.607,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,31.000 - 35.000 TL
2023-01-26 16:28:23.767,Backend Developer,Junior,10+ Yıl,PHP / Laravel,Türkiye,Remote,0-10,Türk Lirası,36.000 - 40.000 TL
