Time,Position,Level,Experience,Technology,Location,Way_of_working,Employees_number,Salary_type,Salary
2023-01-22 19:57:12.512,Backend Developer,Senior,10+ Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
2023-01-22 19:57:43.416,Backend Developer,Senior,4-6 Yıl,"Javascript, PHP / Laravel",Türkiye,Remote,0-10,Euro,26.000 - 30.000 TL
2023-01-22 19:58:09.759,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,11.000 - 15.000 TL
2023-01-22 19:58:12.284,Mobile Developer,Junior,0-1 Yıl,Flutter,Yurtdışı,Remote,10-30,Dolar,21.000 - 25.000 TL
2023-01-22 19:59:24.950,Backend Developer,Senior,7-9 Yıl,Python ,Türkiye,Remote,10-30,Türk Lirası,36.000 - 40.000 TL
2023-01-22 20:00:09.753,Backend Developer,Junior,1-3 Yıl,python aws ,Yurtdışı,Remote,0-10,Sterlin,46.000 - 50.000 TL
2023-01-22 20:00:15.580,Backend Developer,Junior,0-1 Yıl,"C# / .NET Framework, Python/Django",Türkiye,Yerinde / Ofiste,50-100,Maaş TL Primler Dolar,11.000 - 15.000 TL
2023-01-22 20:00:26.333,Backend Developer,Mid,4-6 Yıl,C# / .NET Framework,Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:00:34.744,Data Analyst,Junior,1-3 Yıl,"Python, SQL",Türkiye,Remote,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:02:01.119,DevOps Engineer,Mid,4-6 Yıl,-,Türkiye,Hybrid,30-50,Dolar,31.000 - 35.000 TL
2023-01-22 20:02:27.152,Fullstack Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:02:37.565,Frontend Developer,Mid,4-6 Yıl,"React / NextJS, Javascript",Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:02:50.923,Mobile Developer,Senior,4-6 Yıl,Flutter,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:03:12.536,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:03:22.939,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,41.000 - 45.000 TL
2023-01-22 20:03:32.194,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,41.000 - 45.000 TL
2023-01-22 20:03:42.107,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Javascript, Java / Spring",Türkiye,Hybrid,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:04:27.156,Mobile Developer,Junior,1-3 Yıl,"React / NextJS, Javascript, Flutter",Yurtdışı,Remote,50-100,Euro,71.000 - 80.000 TL
2023-01-22 20:04:29.394,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:04:35.309,Fullstack Developer,Junior,1-3 Yıl,"Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Remote,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:04:50.521,Fullstack Developer,Mid,1-3 Yıl,"Vue, Javascript, C# / .NET Framework",Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:05:17.886,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:08:15.810,UI/UX Designer,Mid,1-3 Yıl,Figma,Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:08:29.249,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:09:14.092,Fullstack Developer,Mid,4-6 Yıl,"Vue, Javascript, PHP / Laravel",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:09:48.697,Mobile Developer,Senior,4-6 Yıl,Kotlin,Yurtdışı,Remote,50-100,Dolar,51.000 - 55.000 TL
2023-01-22 20:11:16.177,Frontend Developer,Junior,0-1 Yıl,Angular,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:11:34.781,Backend Developer,Mid,1-3 Yıl,"Java / Spring, Go",Türkiye,Remote,2000+,Türk Lirası,41.000 - 45.000 TL
2023-01-22 20:11:54.139,Yönetici / Müdür,Tanımsız,4-6 Yıl,C / C++,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:12:38.770,Backend Developer,Mid,1-3 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:13:45.182,Backend Dev/ Team Manager,Junior,1-3 Yıl,"Javascript, C# / .NET Framework, C / C++",Yurtdışı,Remote,0-10,Dolar,91.000 - 100.000 TL
2023-01-22 20:14:31.949,Frontend Developer,Mid,4-6 Yıl,Javascript,Türkiye,Remote,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:14:41.554,Backend Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:14:43.480,Data Analyst,Junior,0-1 Yıl,Python/sql,Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:14:51.210,Analist,Mid,4-6 Yıl,"NodeJS, Java / Spring, C# / .NET Framework, PHP / Laravel",Yurtdışı,Hybrid,100-300,Dolar,56.000 - 60.000 TL
2023-01-22 20:16:21.858,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, C# / .NET Framework, PHP / Laravel, React Native",Türkiye,Remote,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:16:59.113,Frontend Developer,Junior,0-1 Yıl,"Angular, Javascript",Yurtdışı,Remote,50-100,Dolar,56.000 - 60.000 TL
2023-01-22 20:17:02.533,Fullstack Developer,Senior,10+ Yıl,"Javascript, C# / .NET Framework",Yurtdışı,Remote,2000+,Dolar,121.000 - 150.000 TL
2023-01-22 20:17:19.441,Frontend Developer,Mid,1-3 Yıl,Vue,Türkiye,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:17:32.651,Data Analyst,Junior,1-3 Yıl,"SQL, Python",Yurtdışı,Hybrid,2000+,Euro,51.000 - 55.000 TL
2023-01-22 20:18:20.800,Analist,Junior,0-1 Yıl,SQL,Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:19:59.704,Frontend Developer,Mid,4-6 Yıl,React / NextJS,Türkiye,Remote,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:20:38.673,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:20:43.155,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Hybrid,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:21:25.312,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:21:45.268,Fullstack Developer,Senior,7-9 Yıl,"Angular, NodeJS, Javascript, C# / .NET Framework",Türkiye,Hybrid,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:21:56.552,Frontend Developer,Mid,1-3 Yıl,React / NextJS,Türkiye,Remote,30-50,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:22:52.123,Fullstack Developer,Mid,1-3 Yıl,"Angular, Java / Spring",Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:22:58.015,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Hybrid,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:23:12.125,Backend Developer,Senior,4-6 Yıl,Java / Spring,Yurtdışı,Remote,2000+,Euro,101.000 - 120.000 TL
2023-01-22 20:23:41.526,Backend Developer,Junior,1-3 Yıl,Go,Yurtdışı,Remote,100-300,Sterlin,56.000 - 60.000 TL
2023-01-22 20:23:55.562,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Hybrid,50-100,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:24:18.336,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Angular, React Native",Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:24:45.856,Frontend Developer,Senior,4-6 Yıl,"React / NextJS, Vue, NodeJS, Javascript, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:25:36.892,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, C# / .NET Framework",Türkiye,Hybrid,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:26:00.804,Industrial Automation Engineer,Mid,1-3 Yıl,"Sysmac Studio, Ladder, ST",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:26:42.441,Frontend Developer,Mid,1-3 Yıl,Vue,Türkiye,Remote,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:28:06.922,Mobile Developer,Junior,1-3 Yıl,Swift,Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:28:08.815,Frontend Developer,Mid,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:29:50.843,Fullstack Developer,Senior,7-9 Yıl,"Angular, C# / .NET Framework",Türkiye,Remote,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:30:08.847,Fullstack Developer,Junior,1-3 Yıl,"Javascript, C# / .NET Framework, React Native",Türkiye,Hybrid,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:30:23.776,Test mühendisi,Mid,1-3 Yıl,Python,Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:30:52.931,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Hybrid,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:32:57.066,Yönetici / Müdür,Junior,1-3 Yıl,Jira,Türkiye,Remote,30-50,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:33:18.000,UI/UX Designer,Senior,10+ Yıl,Figma,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:33:50.837,Fullstack Developer,Mid,7-9 Yıl,"Angular, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:34:21.014,Fullstack Developer,Mid,1-3 Yıl,"Vue, Javascript, PHP / Laravel",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:35:05.053,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, NodeJS, Javascript",Türkiye,Remote,30-50,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:35:34.887,Backend Developer,Senior,4-6 Yıl,python,Türkiye,Remote,100-300,Dolar,66.000 - 70.000 TL
2023-01-22 20:35:42.241,Backend Developer,Senior,7-9 Yıl,C# / .NET Framework,Türkiye,Remote,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:36:37.832,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, C# / .NET Framework, Flutter",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:36:38.632,QA,Mid,0-1 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:37:10.920,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, Angular, Javascript, Java / Spring",Türkiye,Hybrid,2000+,25000,21.000 - 25.000 TL
2023-01-22 20:37:33.590,Fullstack Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:37:52.920,Frontend Developer,Mid,1-3 Yıl,Angular,Türkiye,Hybrid,100-300,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:38:07.597,Backend Developer,Senior,10+ Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,36.000 - 40.000 TL
2023-01-22 20:38:39.753,Fullstack Developer,Tanımsız,1-3 Yıl,"Vue, Javascript, PHP / Laravel",Türkiye,Remote,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:38:43.150,Analist,Junior,0-1 Yıl,Python,Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:38:52.030,Team Lead,Senior,10+ Yıl,"Angular, Vue, NodeJS, Javascript, C# / .NET Framework",Türkiye,Remote,300-1000,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:39:32.229,Fullstack Developer,Senior,10+ Yıl,"React / NextJS, Angular, Vue, NodeJS, Javascript, Java / Spring, C# / .NET Framework, PHP / Laravel, React Native, Swift, Kotlin, Flutter, Ruby, C / C++, Unity, Unreal, Figma",Türkiye,Hybrid,2000+,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:39:35.516,Backend Developer,Mid,1-3 Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:39:41.833,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Remote,0-10,Euro,41.000 - 45.000 TL
2023-01-22 20:40:02.629,Backend Developer,Senior,4-6 Yıl,"Javascript, Java / Spring",Türkiye,Hybrid,50-100,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:40:11.123,Mobile Developer,Mid,1-3 Yıl,Kotlin,Türkiye,Hybrid,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:40:39.402,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Vue, NodeJS, Javascript",Türkiye,Remote,10-30,Dolar,21.000 - 25.000 TL
2023-01-22 20:40:57.988,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:41:08.727,Backend Developer,Senior,7-9 Yıl,PHP / Laravel,Türkiye,Remote,10-30,Türk Lirası,46.000 - 50.000 TL
2023-01-22 20:41:31.619,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:42:59.871,Fullstack Developer,Senior,10+ Yıl,"Angular, C# / .NET Framework, Swift, Kotlin",Türkiye,Yerinde / Ofiste,2000+,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:43:15.459,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,300-1000,Türk Lirası,36.000 - 40.000 TL
2023-01-22 20:43:17.523,Analist,Junior,0-1 Yıl,Figma,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:43:24.655,Analist,Junior,0-1 Yıl,SQL ,Türkiye,Hybrid,1000-2000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:44:50.917,DevOps Engineer,Senior,7-9 Yıl,"Puppet, python",Yurtdışı,Hybrid,300-1000,Euro,91.000 - 100.000 TL
2023-01-22 20:45:04.319,Dr. Öğr. Üyesi ,Senior,10+ Yıl,"Java / Spring, C# / .NET Framework, PHP / Laravel, C / C++, Makine öğrenmesi, python ",Türkiye,Yerinde / Ofiste,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:45:09.267,Game Developer / Oyun Geliştirici,Junior,1-3 Yıl,"C# / .NET Framework, Unity",Türkiye,Hybrid,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:46:29.450,Backend Developer,Senior,7-9 Yıl,NodeJS,Türkiye,Hybrid,100-300,Türk Lirası,56.000 - 60.000 TL
2023-01-22 20:46:51.940,Fullstack Developer,Mid,1-3 Yıl,"Angular, C# / .NET Framework",Türkiye,Hybrid,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:47:48.566,Backend Developer,Junior,1-3 Yıl,Java / Spring,Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:47:53.942,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Hybrid,1000-2000,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:47:54.602,UI/UX Designer,Senior,7-9 Yıl,Figma,Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:47:57.434,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, Vue, NodeJS, Javascript",Türkiye,Remote,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:48:04.804,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:48:05.001,Frontend Developer,Senior,7-9 Yıl,"Javascript, Figma",Yurtdışı,Remote,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:49:27.576,Data Analyst,Junior,1-3 Yıl,python ,Türkiye,Hybrid,50-100,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:49:38.869,Backend Developer,Senior,7-9 Yıl,Java / Spring,Türkiye,Hybrid,100-300,Türk Lirası,36.000 - 40.000 TL
2023-01-22 20:50:28.199,Fullstack Developer,Junior,1-3 Yıl,"Vue, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:50:31.478,Yönetici / Müdür,Junior,1-3 Yıl,"Jira, Monday",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:51:32.273,Analist,Mid,4-6 Yıl,Uipath RPA,Türkiye,Remote,2000+,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:52:15.631,Frontend Developer,Junior,1-3 Yıl,"Javascript, Figma",Yurtdışı,Yerinde / Ofiste,100-300,Euro,41.000 - 45.000 TL
2023-01-22 20:52:44.627,Frontend Developer,Junior,1-3 Yıl,PHP / Laravel,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:52:45.567,Data Scientist,Mid,4-6 Yıl,Python,Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:53:29.546,Fullstack Developer,Mid,1-3 Yıl,"React / NextJS, NodeJS, Javascript",Yurtdışı,Hybrid,50-100,Canadian Dolar,101.000 - 120.000 TL
2023-01-22 20:53:34.863,Analist,Mid,1-3 Yıl,Javascript,Türkiye,Hybrid,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:54:16.096,Fullstack Developer,Mid,4-6 Yıl,"Vue, C# / .NET Framework, PHP / Laravel",Türkiye,Hybrid,0-10,Türk Lirası,21.000 - 25.000 TL
2023-01-22 20:54:40.496,Mobile Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Hybrid,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 20:57:17.322,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 20:57:27.017,Mobile Developer,Junior,0-1 Yıl,Swift,Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 20:57:37.269,Data Analyst,Mid,1-3 Yıl,python,Türkiye,Hybrid,0-10,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:57:53.416,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, NodeJS, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 20:58:46.455,Architect / Mimar,Senior,10+ Yıl,Java / Spring,Türkiye,Remote,300-1000,Türk Lirası,51.000 - 55.000 TL
2023-01-22 20:58:53.104,Backend Developer,Senior,10+ Yıl,"Java / Spring, Swift, Kotlin",Türkiye,Remote,30-50,Türk Lirası,31.000 - 35.000 TL
2023-01-22 20:58:54.524,Frontend Developer,Senior,4-6 Yıl,"React / NextJS, Javascript",Yurtdışı,Remote,2000+,Dolar,41.000 - 45.000 TL
2023-01-22 20:59:11.374,Backend Developer,Junior,0-1 Yıl,NodeJS,Türkiye,Yerinde / Ofiste,10-30,11500,11.000 - 15.000 TL
2023-01-22 20:59:12.152,Backend Developer,Junior,0-1 Yıl,Java / Spring,Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:00:57.969,Data Analyst,Junior,1-3 Yıl,Python,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:01:19.582,Backend Developer,Senior,7-9 Yıl,Java / Spring,Türkiye,Hybrid,2000+,Türk Lirası,56.000 - 60.000 TL
2023-01-22 21:01:31.372,Backend Developer,Senior,10+ Yıl,Ruby,Yurtdışı,Remote,2000+,Euro,151.000 - 200.000 TL
2023-01-22 21:01:42.201,Qa,Senior,4-6 Yıl,Python,Türkiye,Remote,100-300,Türk Lirası,51.000 - 55.000 TL
2023-01-22 21:01:46.694,Mobile Developer,Mid,1-3 Yıl,Flutter,Türkiye,Remote,300-1000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:01:47.145,Backend Developer,Senior,4-6 Yıl,C# / .NET Framework,Türkiye,Remote,300-1000,Türk Lirası,26.000 - 30.000 TL
2023-01-22 21:02:57.481,Frontend Developer,Junior,0-1 Yıl,React / NextJS,Türkiye,Hybrid,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:03:56.557,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Remote,1000-2000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:04:26.482,Fullstack Developer,Junior,0-1 Yıl,"React / NextJS, Angular, Javascript, C# / .NET Framework",Türkiye,Hybrid,2000+,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:04:53.201,Backend Developer,Junior,1-3 Yıl,Javascript,Türkiye,Remote,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:05:14.751,Backend Developer,Junior,0-1 Yıl,C# / .NET Framework,Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:05:36.338,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:06:15.319,Frontend Developer,Senior,7-9 Yıl,"React / NextJS, Angular, Javascript",Türkiye,Remote,2000+,Türk Lirası,26.000 - 30.000 TL
2023-01-22 21:06:21.691,Frontend Developer,Senior,10+ Yıl,"React / NextJS, NodeJS, Javascript, Java / Spring, Flutter",Yurtdışı,Remote,50-100,Euro,101.000 - 120.000 TL
2023-01-22 21:07:08.347,Fullstack Developer,Senior,1-3 Yıl,"Angular, Javascript, Java / Spring",Türkiye,Yerinde / Ofiste,100-300,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:07:44.254,Fullstack Developer,Mid,4-6 Yıl,"PHP / Laravel, Swift, Flutter, Unity",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:08:34.607,Frontend Developer,Junior,1-3 Yıl,React / NextJS,Türkiye,Remote,50-100,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:09:20.383,Game Developer / Oyun Geliştirici,Junior,1-3 Yıl,Unity,Yurtdışı,Remote,0-10,1250,21.000 - 25.000 TL
2023-01-22 21:09:30.786,Fullstack Developer,Mid,10+ Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:10:34.794,Mobile Developer,Junior,1-3 Yıl,React Native,Türkiye,Yerinde / Ofiste,50-100,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:12:25.307,UI/UX Designer,Mid,4-6 Yıl,C / C++,Türkiye,Hybrid,30-50,Türk Lirası,51.000 - 55.000 TL
2023-01-22 21:12:26.584,Fullstack Developer,Senior,7-9 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,30-50,Türk Lirası,26.000 - 30.000 TL
2023-01-22 21:12:38.703,Backend Developer,Mid,4-6 Yıl,"Javascript, C# / .NET Framework",Türkiye,Hybrid,10-30,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:13:43.602,Fullstack Developer,Senior,4-6 Yıl,"React / NextJS, Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:13:43.707,Backend Developer,Senior,4-6 Yıl,"NodeJS, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,51.000 - 55.000 TL
2023-01-22 21:14:50.007,Fullstack Developer,Mid,4-6 Yıl,"React / NextJS, PHP / Laravel, React Native",Yurtdışı,Yerinde / Ofiste,30-50,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:15:24.102,Mobile Developer,Mid,4-6 Yıl,Flutter,Türkiye,Hybrid,1000-2000,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:15:29.088,Frontend Developer,Junior,0-1 Yıl,Vue,Türkiye,Yerinde / Ofiste,30-50,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:16:22.392,Fullstack Developer,Senior,7-9 Yıl,"NodeJS, C# / .NET Framework, Rust",Türkiye,Remote,50-100,Türk Lirası,36.000 - 40.000 TL
2023-01-22 21:16:26.771,Frontend Developer,Junior,0-1 Yıl,Angular,Türkiye,Remote,10-30,Türk Lirası,5000 - 10.000 TL
2023-01-22 21:16:55.263,Frontend Developer,Junior,0-1 Yıl,"React / NextJS, Javascript",Türkiye,Remote,0-10,Türk Lirası,16.000 - 20.000 TL
2023-01-22 21:17:21.824,Backend Developer,Junior,0-1 Yıl,"Java / Spring, C# / .NET Framework",Türkiye,Remote,2000+,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:17:26.326,Fullstack Developer,Junior,0-1 Yıl,"Javascript, C# / .NET Framework",Türkiye,Yerinde / Ofiste,0-10,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:17:47.058,Fullstack Developer,Junior,1-3 Yıl,"React / NextJS, NodeJS, Javascript, React Native, Solidity",Türkiye,Remote,300-1000,Türk Lirası,21.000 - 25.000 TL
2023-01-22 21:18:07.700,Frontend Developer,Junior,0-1 Yıl,"Angular, Java / Spring, PHP / Laravel",Türkiye,Yerinde / Ofiste,10-30,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:18:20.445,Frontend Developer,Junior,1-3 Yıl,"React / NextJS, Javascript",Türkiye,Remote,300-1000,Türk Lirası,11.000 - 15.000 TL
2023-01-22 21:18:20.493,Fullstack Developer,Mid,1-3 Yıl,"Vue, NodeJS, Javascript, React Native",Türkiye,Hybrid,10-30,Türk Lirası,26.000 - 30.000 TL
